routecode,stopcode,tripdirection,long,lat
4,883,2,8.49987083333333,47.3830302777778
4,917,1,8.55700111111111,47.355065
4,917,2,8.55700111111111,47.355065
4,1157,1,8.54356083333333,47.3695419444444
4,1157,2,8.54356083333333,47.3695419444444
4,1286,1,8.55483611111111,47.3578836111111
4,1286,2,8.55483611111111,47.3578836111111
4,1357,1,8.52153222222222,47.3742838888889
4,1357,2,8.52153222222222,47.3742838888889
4,1364,1,8.49511694444444,47.3850619444444
4,1364,2,8.49511694444444,47.3850619444444
4,1366,1,8.53456472222222,47.3763380555556
4,1366,2,8.53456472222222,47.3763380555556
4,1456,1,8.54991055555556,47.3629144444444
4,1456,2,8.54991055555556,47.3629144444444
4,1548,1,8.50382,47.3811588888889
4,1548,2,8.50382,47.3811588888889
4,1557,1,8.53227916666667,47.384995
4,1557,2,8.53227916666667,47.384995
4,1579,1,8.51772777777778,47.3753444444444
4,1579,2,8.51772777777778,47.3753444444444
4,1608,1,8.537525,47.3760488888889
4,1608,2,8.537525,47.3760488888889
4,1667,1,8.53505277777778,47.3820452777778
4,1667,2,8.53505277777778,47.3820452777778
4,1845,1,8.54772305555556,47.3653102777778
4,1845,2,8.54772305555556,47.3653102777778
4,2014,1,8.52890805555556,47.3866008333333
4,2014,2,8.52890805555556,47.3866008333333
4,2030,1,8.54288833333333,47.3722288888889
4,2030,2,8.54288833333333,47.3722288888889
4,2113,1,8.54299416666667,47.3741438888889
4,2113,2,8.54299416666667,47.3741438888889
4,2395,1,8.53748972222222,47.3801241666667
4,2395,2,8.53748972222222,47.3801241666667
4,2449,1,8.50612,47.3915361111111
4,2449,2,8.50612,47.3915361111111
4,2556,1,8.53029722222222,47.3735897222222
4,2556,2,8.53029722222222,47.3735897222222
4,2907,1,8.5588925,47.3531038888889
4,2907,2,8.5588925,47.3531038888889
4,3019,1,8.51399138888889,47.3765941666667
4,3019,2,8.51399138888889,47.3765941666667
4,3041,1,8.56126166666667,47.3499594444444
4,3041,2,8.56126166666667,47.3499594444444
4,3042,2,8.52498527777778,47.371535
4,3453,1,8.51557944444444,47.3890016666667
4,3453,2,8.51557944444444,47.3890016666667
4,5001,1,8.49052777777778,47.3921108333333
4,5001,2,8.49052777777778,47.3921108333333
4,6030,1,8.52163222222222,47.3733386111111
4,6030,2,8.52163222222222,47.3733386111111
4,6031,1,8.52145805555556,47.3914925
4,6031,2,8.52145805555556,47.3914925
4,6238,1,8.52704861111111,47.3727119444444
4,6238,2,8.52704861111111,47.3727119444444
4,6425,1,8.49138388888889,47.3838097222222
4,6648,1,8.49509777777778,47.3921141666667
4,6648,2,8.49509777777778,47.3921141666667
4,6759,1,8.5201875,47.3882838888889
4,6759,2,8.5201875,47.3882838888889
5,199,1,8.53062972222222,47.3646005555556
5,199,2,8.53062972222222,47.3646005555556
5,440,1,8.54582055555556,47.3667766666667
5,440,2,8.54582055555556,47.3667766666667
5,488,1,8.53197,47.3518325
5,488,2,8.53197,47.3518325
5,547,1,8.53219944444444,47.3559233333333
5,547,2,8.53219944444444,47.3559233333333
5,586,1,8.53037333333333,47.3410805555556
5,586,2,8.53037333333333,47.3410805555556
5,615,1,8.54176583333333,47.3666086111111
5,615,2,8.54176583333333,47.3666086111111
5,736,1,8.54869972222222,47.3766166666667
5,736,2,8.54869972222222,47.3766166666667
5,1098,1,8.54818194444444,47.3803638888889
5,1098,2,8.54818194444444,47.3803638888889
5,1334,1,8.54510472222222,47.3960897222222
5,1334,2,8.54510472222222,47.3960897222222
5,1359,1,8.55053333333333,47.3724613888889
5,1359,2,8.55053333333333,47.3724613888889
5,1399,1,8.54638388888889,47.3888005555556
5,1399,2,8.54638388888889,47.3888005555556
5,1407,1,8.56027305555556,47.376595
5,1407,2,8.56027305555556,47.376595
5,1472,1,8.54916722222222,47.3704416666667
5,1472,2,8.54916722222222,47.3704416666667
5,1507,1,8.54504166666667,47.3936886111111
5,1507,2,8.54504166666667,47.3936886111111
5,1519,1,8.51733638888889,47.3586536111111
5,1519,2,8.51733638888889,47.3586536111111
5,1550,1,8.54549222222222,47.3905091666667
5,1550,2,8.54549222222222,47.3905091666667
5,1660,1,8.530365,47.3432575
5,1660,2,8.530365,47.3432575
5,1666,1,8.53160527777778,47.3605255555556
5,1666,2,8.53160527777778,47.3605255555556
5,1889,1,8.5527075,47.3751211111111
5,1889,2,8.5527075,47.3751211111111
5,2005,1,8.53330972222222,47.3448847222222
5,2005,2,8.53330972222222,47.3448847222222
5,2055,1,8.53532194444444,47.3629369444444
5,2055,2,8.53532194444444,47.3629369444444
5,2367,1,8.54843861111111,47.3856955555556
5,2367,2,8.54843861111111,47.3856955555556
5,2550,1,8.52069333333333,47.3577316666667
5,2550,2,8.52069333333333,47.3577316666667
5,2618,1,8.56806055555556,47.3785161111111
5,2618,2,8.56806055555556,47.3785161111111
5,2673,1,8.55985472222222,47.3793694444444
5,2673,2,8.55985472222222,47.3793694444444
5,2771,1,8.52352222222222,47.3601427777778
5,2771,2,8.52352222222222,47.3601427777778
5,2788,1,8.55428138888889,47.3769319444444
5,2788,2,8.55428138888889,47.3769319444444
5,2795,1,8.52691861111111,47.3624497222222
5,2795,2,8.52691861111111,47.3624497222222
5,2924,1,8.54819083333333,47.3833411111111
5,2924,2,8.54819083333333,47.3833411111111
5,2950,1,8.53079277777778,47.3383058333333
5,2950,2,8.53079277777778,47.3383058333333
5,3005,1,8.57159805555556,47.3817105555556
5,3005,2,8.57159805555556,47.3817105555556
5,3026,1,8.53190444444444,47.3641386111111
5,3026,2,8.53190444444444,47.3641386111111
5,3044,1,8.53291388888889,47.3468763888889
5,3044,2,8.53291388888889,47.3468763888889
5,3045,1,8.56442361111111,47.3787405555556
5,3045,2,8.56442361111111,47.3787405555556
5,6032,1,8.54397083333333,47.3950752777778
5,6032,2,8.54397083333333,47.3950752777778
5,6055,1,8.53106527777778,47.3373858333333
5,6055,2,8.53106527777778,47.3373858333333
6,412,1,8.54050777777778,47.3768480555556
6,416,1,8.53957,47.3763352777778
6,416,2,8.53957,47.3763352777778
6,488,1,8.53197,47.3518325
6,488,2,8.53197,47.3518325
6,547,1,8.53219944444444,47.3559233333333
6,547,2,8.53219944444444,47.3559233333333
6,586,1,8.53037333333333,47.3410805555556
6,586,2,8.53037333333333,47.3410805555556
6,619,1,8.544565,47.3764586111111
6,619,2,8.544565,47.3764586111111
6,736,1,8.54869972222222,47.3766166666667
6,736,2,8.54869972222222,47.3766166666667
6,972,1,8.53685416666667,47.3769188888889
6,972,2,8.53685416666667,47.3769188888889
6,1098,1,8.54818194444444,47.3803638888889
6,1098,2,8.54818194444444,47.3803638888889
6,1100,1,8.54530277777778,47.3788352777778
6,1100,2,8.54530277777778,47.3788352777778
6,1334,1,8.54510472222222,47.3960897222222
6,1334,2,8.54510472222222,47.3960897222222
6,1399,1,8.54638388888889,47.3888005555556
6,1399,2,8.54638388888889,47.3888005555556
6,1407,1,8.56027305555556,47.376595
6,1407,2,8.56027305555556,47.376595
6,1507,1,8.54504166666667,47.3936886111111
6,1507,2,8.54504166666667,47.3936886111111
6,1550,1,8.54549222222222,47.3905091666667
6,1550,2,8.54549222222222,47.3905091666667
6,1660,1,8.530365,47.3432575
6,1660,2,8.530365,47.3432575
6,1666,1,8.53160527777778,47.3605255555556
6,1666,2,8.53160527777778,47.3605255555556
6,1861,1,8.53938055555555,47.3697255555556
6,1861,2,8.53938055555555,47.3697255555556
6,1889,1,8.5527075,47.3751211111111
6,1889,2,8.5527075,47.3751211111111
6,2005,1,8.53330972222222,47.3448847222222
6,2005,2,8.53330972222222,47.3448847222222
6,2054,1,8.5383025,47.3732980555556
6,2054,2,8.5383025,47.3732980555556
6,2367,1,8.54843861111111,47.3856955555556
6,2367,2,8.54843861111111,47.3856955555556
6,2582,1,8.53619333333333,47.3679658333333
6,2582,2,8.53619333333333,47.3679658333333
6,2618,1,8.56806055555556,47.3785161111111
6,2618,2,8.56806055555556,47.3785161111111
6,2673,1,8.55985472222222,47.3793694444444
6,2673,2,8.55985472222222,47.3793694444444
6,2689,1,8.532945,47.3664675
6,2689,2,8.532945,47.3664675
6,2788,1,8.55428138888889,47.3769319444444
6,2788,2,8.55428138888889,47.3769319444444
6,2924,1,8.54819083333333,47.3833411111111
6,2924,2,8.54819083333333,47.3833411111111
6,2950,1,8.53079277777778,47.3383058333333
6,2950,2,8.53079277777778,47.3383058333333
6,3005,1,8.57159805555556,47.3817105555556
6,3005,2,8.57159805555556,47.3817105555556
6,3026,1,8.53190444444444,47.3641386111111
6,3026,2,8.53190444444444,47.3641386111111
6,3044,1,8.53291388888889,47.3468763888889
6,3044,2,8.53291388888889,47.3468763888889
6,3045,1,8.56442361111111,47.3787405555556
6,3045,2,8.56442361111111,47.3787405555556
6,6032,1,8.54397083333333,47.3950752777778
6,6055,1,8.53106527777778,47.3373858333333
6,6055,2,8.53106527777778,47.3373858333333
7,416,1,8.53957,47.3763352777778
7,416,2,8.53957,47.3763352777778
7,488,1,8.53197,47.3518325
7,488,2,8.53197,47.3518325
7,547,1,8.53219944444444,47.3559233333333
7,547,2,8.53219944444444,47.3559233333333
7,586,1,8.53037333333333,47.3410805555556
7,586,2,8.53037333333333,47.3410805555556
7,619,1,8.544565,47.3764586111111
7,619,2,8.544565,47.3764586111111
7,901,1,8.56901111111111,47.40399
7,901,2,8.56901111111111,47.40399
7,908,1,8.56256111111111,47.4040980555556
7,908,2,8.56256111111111,47.4040980555556
7,998,1,8.58191555555556,47.4014975
7,998,2,8.58191555555556,47.4014975
7,1061,1,8.54023833333333,47.3958663888889
7,1061,2,8.54023833333333,47.3958663888889
7,1100,1,8.54530277777778,47.3788352777778
7,1100,2,8.54530277777778,47.3788352777778
7,1334,1,8.54510472222222,47.3960897222222
7,1620,1,8.59114055555555,47.3986172222222
7,1620,2,8.59114055555555,47.3986172222222
7,1643,1,8.54311194444444,47.3990141666667
7,1643,2,8.54311194444444,47.3990141666667
7,1660,1,8.530365,47.3432575
7,1660,2,8.530365,47.3432575
7,1666,1,8.53160527777778,47.3605255555556
7,1666,2,8.53160527777778,47.3605255555556
7,1856,1,8.54241805555556,47.3853302777778
7,1856,2,8.54241805555556,47.3853302777778
7,1861,1,8.53938055555555,47.3697255555556
7,1861,2,8.53938055555555,47.3697255555556
7,2005,1,8.53330972222222,47.3448847222222
7,2005,2,8.53330972222222,47.3448847222222
7,2008,1,8.5864325,47.4002294444444
7,2008,2,8.5864325,47.4002294444444
7,2054,1,8.5383025,47.3732980555556
7,2054,2,8.5383025,47.3732980555556
7,2107,1,8.57734777777778,47.4028827777778
7,2107,2,8.57734777777778,47.4028827777778
7,2128,1,8.54053583333333,47.3884605555556
7,2128,2,8.54053583333333,47.3884605555556
7,2158,1,8.53884166666667,47.3923805555556
7,2158,2,8.53884166666667,47.3923805555556
7,2294,1,8.57286111111111,47.4049688888889
7,2294,2,8.57286111111111,47.4049688888889
7,2326,1,8.56428722222222,47.40615
7,2326,2,8.56428722222222,47.40615
7,2411,1,8.54349027777778,47.3827475
7,2411,2,8.54349027777778,47.3827475
7,2575,1,8.59663166666667,47.3970961111111
7,2575,2,8.59663166666667,47.3970961111111
7,2582,1,8.53619333333333,47.3679658333333
7,2582,2,8.53619333333333,47.3679658333333
7,2666,1,8.55338166666667,47.4023069444444
7,2666,2,8.55338166666667,47.4023069444444
7,2689,1,8.532945,47.3664675
7,2689,2,8.532945,47.3664675
7,2814,1,8.55716166666667,47.4037544444444
7,2814,2,8.55716166666667,47.4037544444444
7,2950,1,8.53079277777778,47.3383058333333
7,2950,2,8.53079277777778,47.3383058333333
7,3026,1,8.53190444444444,47.3641386111111
7,3026,2,8.53190444444444,47.3641386111111
7,3044,1,8.53291388888889,47.3468763888889
7,3044,2,8.53291388888889,47.3468763888889
7,6032,1,8.54397083333333,47.3950752777778
7,6035,1,8.55780888888889,47.4150280555556
7,6035,2,8.55780888888889,47.4150280555556
7,6055,1,8.53106527777778,47.3373858333333
7,6055,2,8.53106527777778,47.3373858333333
8,48,1,8.51051388888889,47.3781736111111
8,440,1,8.54582055555556,47.3667766666667
8,440,2,8.54582055555556,47.3667766666667
8,478,1,8.52586861111111,47.3739463888889
8,488,1,8.53197,47.3518325
8,488,2,8.53197,47.3518325
8,547,1,8.53219944444444,47.3559233333333
8,547,2,8.53219944444444,47.3559233333333
8,586,1,8.53037333333333,47.3410805555556
8,586,2,8.53037333333333,47.3410805555556
8,601,1,8.53984277777778,47.3683719444444
8,601,2,8.53984277777778,47.3683719444444
8,615,1,8.54176583333333,47.3666086111111
8,615,2,8.54176583333333,47.3666086111111
8,883,1,8.49987083333333,47.3830302777778
8,1076,1,8.52009111111111,47.3802613888889
8,1076,2,8.52009111111111,47.3802613888889
8,1122,1,8.51507333333333,47.3829527777778
8,1122,2,8.51507333333333,47.3829527777778
8,1158,1,8.52607277777778,47.3761572222222
8,1158,2,8.52607277777778,47.3761572222222
8,1234,1,8.52415694444444,47.3796294444444
8,1234,2,8.52415694444444,47.3796294444444
8,1251,1,8.55527222222222,47.3692313888889
8,1251,2,8.55527222222222,47.3692313888889
8,1278,1,8.563195,47.3657002777778
8,1278,2,8.563195,47.3657002777778
8,1357,1,8.52153222222222,47.3742838888889
8,1364,1,8.49511694444444,47.3850619444444
8,1364,2,8.49511694444444,47.3850619444444
8,1430,1,8.56673861111111,47.3642266666667
8,1430,2,8.56673861111111,47.3642266666667
8,1472,1,8.54916722222222,47.3704416666667
8,1472,2,8.54916722222222,47.3704416666667
8,1548,1,8.50382,47.3811588888889
8,1579,1,8.51772777777778,47.3753444444444
8,1660,1,8.530365,47.3432575
8,1660,2,8.530365,47.3432575
8,1666,1,8.53160527777778,47.3605255555556
8,1666,2,8.53160527777778,47.3605255555556
8,1861,1,8.53938055555555,47.3697255555556
8,1861,2,8.53938055555555,47.3697255555556
8,2005,1,8.53330972222222,47.3448847222222
8,2005,2,8.53330972222222,47.3448847222222
8,2124,1,8.56037083333333,47.3680216666667
8,2124,2,8.56037083333333,47.3680216666667
8,2551,1,8.53178722222222,47.3706972222222
8,2551,2,8.53178722222222,47.3706972222222
8,2556,1,8.53029722222222,47.3735897222222
8,2556,2,8.53029722222222,47.3735897222222
8,2582,1,8.53619333333333,47.3679658333333
8,2582,2,8.53619333333333,47.3679658333333
8,2689,1,8.532945,47.3664675
8,2689,2,8.532945,47.3664675
8,2950,1,8.53079277777778,47.3383058333333
8,2950,2,8.53079277777778,47.3383058333333
8,3019,1,8.51399138888889,47.3765941666667
8,3026,1,8.53190444444444,47.3641386111111
8,3026,2,8.53190444444444,47.3641386111111
8,3042,1,8.52498527777778,47.371535
8,3042,2,8.52498527777778,47.371535
8,3044,1,8.53291388888889,47.3468763888889
8,3044,2,8.53291388888889,47.3468763888889
8,6030,1,8.52163222222222,47.3733386111111
8,6030,2,8.52163222222222,47.3733386111111
8,6034,1,8.50716638888889,47.3822705555556
8,6034,2,8.50716638888889,47.3822705555556
8,6055,2,8.53106527777778,47.3373858333333
8,6238,1,8.52704861111111,47.3727119444444
8,6238,2,8.52704861111111,47.3727119444444
8,6425,2,8.49138388888889,47.3838097222222
9,88,1,8.59185666666667,47.4053925
9,88,2,8.59185666666667,47.4053925
9,440,1,8.54582055555556,47.3667766666667
9,440,2,8.54582055555556,47.3667766666667
9,601,1,8.53984277777778,47.3683719444444
9,601,2,8.53984277777778,47.3683719444444
9,615,1,8.54176583333333,47.3666086111111
9,615,2,8.54176583333333,47.3666086111111
9,736,1,8.54869972222222,47.3766166666667
9,736,2,8.54869972222222,47.3766166666667
9,901,1,8.56901111111111,47.40399
9,901,2,8.56901111111111,47.40399
9,908,1,8.56256111111111,47.4040980555556
9,908,2,8.56256111111111,47.4040980555556
9,1012,1,8.51415555555556,47.3702872222222
9,1012,2,8.51415555555556,47.3702872222222
9,1098,1,8.54818194444444,47.3803638888889
9,1098,2,8.54818194444444,47.3803638888889
9,1139,1,8.57667333333333,47.4048055555556
9,1139,2,8.57667333333333,47.4048055555556
9,1187,1,8.50676361111111,47.3694472222222
9,1187,2,8.50676361111111,47.3694472222222
9,1220,1,8.59106555555556,47.4031247222222
9,1220,2,8.59106555555556,47.4031247222222
9,1334,1,8.54510472222222,47.3960897222222
9,1334,2,8.54510472222222,47.3960897222222
9,1359,1,8.55053333333333,47.3724613888889
9,1359,2,8.55053333333333,47.3724613888889
9,1399,1,8.54638388888889,47.3888005555556
9,1399,2,8.54638388888889,47.3888005555556
9,1472,1,8.54916722222222,47.3704416666667
9,1472,2,8.54916722222222,47.3704416666667
9,1507,1,8.54504166666667,47.3936886111111
9,1507,2,8.54504166666667,47.3936886111111
9,1550,1,8.54549222222222,47.3905091666667
9,1550,2,8.54549222222222,47.3905091666667
9,1587,1,8.58662888888889,47.4068927777778
9,1587,2,8.58662888888889,47.4068927777778
9,1590,1,8.58156027777778,47.4059444444444
9,1590,2,8.58156027777778,47.4059444444444
9,1643,1,8.54311194444444,47.3990141666667
9,1643,2,8.54311194444444,47.3990141666667
9,1861,1,8.53938055555555,47.3697255555556
9,1861,2,8.53938055555555,47.3697255555556
9,2160,1,8.50215861111111,47.3689138888889
9,2160,2,8.50215861111111,47.3689138888889
9,2256,1,8.52075888888889,47.3694519444444
9,2256,2,8.52075888888889,47.3694519444444
9,2294,1,8.57286111111111,47.4049688888889
9,2294,2,8.57286111111111,47.4049688888889
9,2326,1,8.56428722222222,47.40615
9,2326,2,8.56428722222222,47.40615
9,2367,1,8.54843861111111,47.3856955555556
9,2367,2,8.54843861111111,47.3856955555556
9,2396,1,8.53512555555556,47.37206
9,2396,2,8.53512555555556,47.37206
9,2556,1,8.53029722222222,47.3735897222222
9,2556,2,8.53029722222222,47.3735897222222
9,2638,1,8.50978944444445,47.3697969444444
9,2638,2,8.50978944444445,47.3697969444444
9,2666,1,8.55338166666667,47.4023069444444
9,2666,2,8.55338166666667,47.4023069444444
9,2680,1,8.49569388888889,47.3680738888889
9,2680,2,8.49569388888889,47.3680738888889
9,2814,1,8.55716166666667,47.4037544444444
9,2814,2,8.55716166666667,47.4037544444444
9,2924,1,8.54819083333333,47.3833411111111
9,2924,2,8.54819083333333,47.3833411111111
9,3042,1,8.52498527777778,47.371535
9,3042,2,8.52498527777778,47.371535
9,6030,1,8.52163222222222,47.3733386111111
9,6030,2,8.52163222222222,47.3733386111111
9,6032,1,8.54397083333333,47.3950752777778
9,6032,2,8.54397083333333,47.3950752777778
9,6035,1,8.55780888888889,47.4150280555556
9,6035,2,8.55780888888889,47.4150280555556
9,6238,1,8.52704861111111,47.3727119444444
9,6238,2,8.52704861111111,47.3727119444444
10,412,1,8.54050777777778,47.3768480555556
10,412,2,8.54050777777778,47.3768480555556
10,413,1,8.54203305555555,47.3776161111111
10,465,1,8.54810194444445,47.4038869444444
10,465,2,8.54810194444445,47.4038869444444
10,619,1,8.544565,47.3764586111111
10,619,2,8.544565,47.3764586111111
10,648,1,8.52623944444444,47.3882272222222
10,736,1,8.54869972222222,47.3766166666667
10,736,2,8.54869972222222,47.3766166666667
10,799,1,8.52358638888889,47.3899791666667
10,799,2,8.52358638888889,47.3899791666667
10,972,1,8.53685416666667,47.3769188888889
10,972,2,8.53685416666667,47.3769188888889
10,994,1,8.55944555555556,47.4304569444444
10,994,2,8.55944555555556,47.4304569444444
10,1098,1,8.54818194444444,47.3803638888889
10,1098,2,8.54818194444444,47.3803638888889
10,1100,1,8.54530277777778,47.3788352777778
10,1100,2,8.54530277777778,47.3788352777778
10,1215,1,8.54368333333333,47.4003761111111
10,1215,2,8.54368333333333,47.4003761111111
10,1334,1,8.54510472222222,47.3960897222222
10,1334,2,8.54510472222222,47.3960897222222
10,1399,1,8.54638388888889,47.3888005555556
10,1399,2,8.54638388888889,47.3888005555556
10,1507,1,8.54504166666667,47.3936886111111
10,1507,2,8.54504166666667,47.3936886111111
10,1550,1,8.54549222222222,47.3905091666667
10,1550,2,8.54549222222222,47.3905091666667
10,1552,1,8.55151027777778,47.4148369444444
10,1552,2,8.55151027777778,47.4148369444444
10,1557,1,8.53227916666667,47.384995
10,1608,2,8.537525,47.3760488888889
10,1643,1,8.54311194444444,47.3990141666667
10,1643,2,8.54311194444444,47.3990141666667
10,1667,1,8.53505277777778,47.3820452777778
10,2014,1,8.52890805555556,47.3866008333333
10,2151,1,8.54841194444444,47.4060516666667
10,2151,2,8.54841194444444,47.4060516666667
10,2367,1,8.54843861111111,47.3856955555556
10,2367,2,8.54843861111111,47.3856955555556
10,2395,1,8.53748972222222,47.3801241666667
10,2572,1,8.54697472222222,47.4102122222222
10,2572,2,8.54697472222222,47.4102122222222
10,2758,1,8.56297555555556,47.4381852777778
10,2758,2,8.56297555555556,47.4381852777778
10,2924,1,8.54819083333333,47.3833411111111
10,2924,2,8.54819083333333,47.3833411111111
10,3027,1,8.56415472222222,47.4500741666667
10,3027,2,8.56415472222222,47.4500741666667
10,3034,1,8.54453333333333,47.4113238888889
10,3034,2,8.54453333333333,47.4113238888889
10,3154,1,8.55282777777778,47.4106597222222
10,3154,2,8.55282777777778,47.4106597222222
10,3447,1,8.54788388888889,47.4137744444444
10,3447,2,8.54788388888889,47.4137744444444
10,6031,1,8.52145805555556,47.3914925
10,6031,2,8.52145805555556,47.3914925
10,6033,1,8.54845833333333,47.4095502777778
10,6033,2,8.54845833333333,47.4095502777778
10,6232,1,8.57158333333333,47.4520705555556
10,6232,2,8.57158333333333,47.4520705555556
10,6459,1,8.55418222222222,47.4177616666667
10,6459,2,8.55418222222222,47.4177616666667
10,6461,1,8.55738333333333,47.4200066666667
10,6461,2,8.55738333333333,47.4200066666667
10,6506,1,8.56875138888889,47.4417180555556
10,6506,2,8.56875138888889,47.4417180555556
10,6507,1,8.55768944444444,47.4352052777778
10,6507,2,8.55768944444444,47.4352052777778
10,6508,1,8.56147916666667,47.4256966666667
10,6508,2,8.56147916666667,47.4256966666667
11,132,1,8.56907694444445,47.4170863888889
11,132,2,8.56907694444445,47.4170863888889
11,144,1,8.537885,47.4063680555556
11,144,2,8.537885,47.4063680555556
11,411,1,8.54316944444444,47.3774883333333
11,413,1,8.54203305555555,47.3776161111111
11,413,2,8.54203305555555,47.3776161111111
11,416,1,8.53957,47.3763352777778
11,416,2,8.53957,47.3763352777778
